		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                                                //
        //      If you have any Problems with Configurations here feel free to contact me on Discord: Dr_J0nes#3734       //
        //                                                                                                                //
        //      Only Single line Comments work. Don't use Multi line Comments!                                            //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                                                 //
        //      // THIS COMMENT WORKS!                                                                                    //
        //																												  //
        //      Generated with DayZ server customizer http://dayztypes.pro Discord: https://discord.gg/zTrMpjM            //
        ////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

	// When changing Prices here keep in Mind that Players
	// can just unpack the Ammoboxes and sell the Ammo separately!
	// Originally the Ammoboxes buying Price is 20% less than
	// buying single Ammo. The Selling Price is the same as
	// selling the Ammo separately.

	// <Trader Name>  (first Trader has ID = 0, second Trader has ID = 1, and so on..)	
	// <Category Name>
	// Item Classname, Quantity, Buyvalue, Sellvalue
	// Quantity * means max value; 
	// Quantity V means Vehicle; 
	// Quantity VNK means Vehicle without Key;
	// Quantity M means Magazine; 
	// Quantity W means Weapon; 
	// Quantity S means Steack Meat; 
	// Quantity K means Key Duplication
	// Buyvalue -1 means it can not be bought
	// Sellvalue -1 means it can not be selled

// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
// Currency Classname, Currency Money Value
<CurrencyName> #tm_ruble							
	<Currency> MoneyRuble1, 	1					
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100
<Trader>Consume Trader // ID=0
	<Category>Vegetables
		CaninaBerry,                                                           *,                   1,                   -1				// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,                                                         *,                   1,                   -1				// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		DONFOOD_CANDYBAR_KATKIT,                                               *,                   100,                 50
		DONFOOD_CANDYBAR_ILKA_CARAMEL,                                         *,                   100,                 50
		DONFOOD_CANDYBAR_ILKA_CHIPSAHOY,                                       *,                   100,                 50
		DONFOOD_CANDYBAR_ILKA_DESSERT,                                         *,                   100,                 50
		DONFOOD_CANDYBAR_ILKA_IUC,                                             *,                   100,                 50
		DONFOOD_CANDYBAR_ILKA_NOISETTE,                                        *,                   100,                 50
		DONFOOD_CANDYBAR_ILKA_OREO,                                            *,                   100,                 50
		DONFOOD_CANDYBAR_ILKA_OREOWHITE,                                       *,                   100,                 50
		DONFOOD_CANDYBAR_ILKA_PEANUTCARAMEL,                                   *,                   100,                 50
		DONFOOD_CANDYBAR_ILKA_STRAWBERRY,                                      *,                   100,                 50
		DONFOOD_CANDYBAR_ILKA_WAVES,                                           *,                   100,                 50
		DONFOOD_CANDYBAR_ILKA_WHITE,                                           *,                   100,                 50
		DONFOOD_BREAD,                                                         *,                   100,                 50
		DONFOOD_CEREALBREAD,                                                   *,                   100,                 50
		DONFOOD_BREAD2,                                                        *,                   100,                 50
		DONFOOD_BREAD3,                                                        *,                   100,                 50
		DONFOOD_BREAD4,                                                        *,                   100,                 50
		DONFOOD_BREAD5,                                                        *,                   100,                 50
		DONFOOD_BREADROLL1,                                                    *,                   100,                 50
		DONFOOD_BREADROLL2,                                                    *,                   100,                 50
		DONFOOD_BREADROLL3,                                                    *,                   100,                 50
		DONFOOD_BREADROLL4,                                                    *,                   100,                 50
		DONDRINK_MULLEDWINE,                                                   *,                   100,                 50
		DONDRINK_JUICEPACK_CHERRY,                                             *,                   100,                 50
		DONDRINK_JUICEPACK_APRICOT,                                            *,                   100,                 50
		DONDRINK_JUICEPACK_CRANBERRY,                                          *,                   100,                 50
		DONDRINK_JUICEPACK_GRAPE,                                              *,                   100,                 50
		DONDRINK_JUICEPACK_MANGO,                                              *,                   100,                 50
		DONDRINK_JUICEPACK_CHOKEBERRY,                                         *,                   100,                 50
		DONDRINK_MONOKOBOX_BLUE,                                               *,                   100,                 50
		DONDRINK_SPORTBOTTLE_RED,                                              *,                   100,                 50
		DONDRINK_SPORTBOTTLE_BLUE,                                             *,                   100,                 50
		DONDRINK_SPORTBOTTLE_GREEN,                                            *,                   100,                 50
		DONDRINK_SPORTBOTTLE_PINK,                                             *,                   100,                 50
		DONDRINK_SPORTBOTTLE_YELLOW,                                           *,                   100,                 50
		DONDRINK_HONEYBEAR,                                                    *,                   100,                 50
		DONDRINK_SlimSodaCan_Springwater,                                      *,                   100,                 50
		DONDRINK_SlimSodaCan_CoconutWater,                                     *,                   100,                 50
		DONDRINK_SlimSodaCan_ForestBerryTea,                                   *,                   100,                 50
		DONDRINK_SlimSodaCan_MelloYello,                                       *,                   100,                 50
		DONDRINK_SlimSodaCan_Monoko,                                           *,                   100,                 50
		DONDRINK_SlimSodaCan_KVASS,                                            *,                   100,                 50
		DONDRINK_SlimSodaCan_NOTACOLA,                                         *,                   100,                 50
		DONDRINK_SlimSodaCan_PIPSI,                                            *,                   100,                 50
		DONDRINK_SlimSodaCan_SPITE,                                            *,                   100,                 50
		DONFOOD_TEABOX_INDIAN,                                                 *,                   100,                 50
		DONFOOD_ALFOODBAG_NANDN_PEANUT,                                        *,                   100,                 50
	<Category>Animal Parts
		Bone,                                                                  *,                   2,                   1
		Lard,                                                                  *,                   2,                   1
		Guts,                                                                  *,                   2,                   1
		SmallGuts,                                                             *,                   2,                   1
	<Category>Drinks
		SodaCan_Cola,                                                          *,                   2,                   1
		SodaCan_Kvass,                                                         *,                   2,                   1
		SodaCan_Pipsi,                                                         *,                   2,                   1
		SodaCan_Spite,                                                         *,                   2,                   1
		WaterBottle,                                                           *,                   5,                   2
		Canteen,                                                               *,                   8,                   4
		Vodka,                                                                 *,                   12,                  8
	<Category>Medical Supplies
//		Rag,                                                                   1,                   1,                   -1
		BandageDressing,                                                       2,                   3,                   1
		BloodTestKit,                                                          *,                   5,                   2
//		InjectionVial,                                                         *,                   5,                   2
		Thermometer,                                                           *,                   5,                   2
		DisinfectantSpray,                                                     *,                   8,                   5
//		Syringe,                                                               *,                   8,                   5
		Heatpack,                                                              *,                   10,                  5
		StartKitIV,                                                            *,                   10,                  6
		SalineBag,                                                             *,                   15,                  8
		BloodBagEmpty,                                                         *,                   18,                  10
		FirstAidKit,                                                           *,                   20,                  10
//		Defibrillator,                                                         *,                   35,                  20
	<Category>Medications
		CharcoalTablets,                                                       *,                   2,                   1
		DisinfectantAlcohol,                                                   *,                   4,                   2
		VitaminBottle,                                                         *,                   6,                   4
		TetracyclineAntibiotics,                                               *,                   8,                   5
		PainkillerTablets,                                                     *,                   10,                  6
		Epinephrine,                                                           *,                   20,                  10
		Morphine,                                                              *,                   25,                  15
	<Category>Mass's ManyItemOverhaul Food
		MassMeth,                                                              *,                   1000,                500
		MassMRE4,                                                              *,                   1000,                500
		MassMRE9,                                                              *,                   1000,                500
		MassMRE10,                                                             *,                   1000,                500
		MassMREPoppySeedCakeW,                                                 *,                   1000,                500
		MassMREPoppySeedCakeUW,                                                *,                   1000,                500
		MassMRETortillaUW,                                                     *,                   1000,                500
		MassMRETortillaW,                                                      *,                   1000,                500
		MassMRERationHeater,                                                   *,                   1000,                500
		MassMRECrackersW,                                                      *,                   1000,                500
		MassMRECrackersUW,                                                     *,                   1000,                500
		MassMREBreadW,                                                         *,                   1000,                500
		MassMREBreadUW,                                                        *,                   1000,                500
		MassMREPB,                                                             *,                   1000,                500
		MassMREJelly,                                                          *,                   1000,                500
		MassMREGrapeJelly,                                                     *,                   1000,                500
		MassMRETobasco,                                                        *,                   1000,                500
		MassMREHotCheeseSpread,                                                *,                   1000,                500
		MassMREOatmealCookieW,                                                 *,                   1000,                500
		MassMREOatmealCookieUW,                                                *,                   1000,                500
		MassMREGum,                                                            *,                   1000,                500
		MassMREDBBCobblerW,                                                    *,                   1000,                500
		MassMREMCBeefStewW,                                                    *,                   1000,                500
		MassMREMCChilliMacW,                                                   *,                   1000,                500
		MassMREMCSpaghettiW,                                                   *,                   1000,                500
		MassMREMCSpaghetti,                                                    *,                   1000,                500
		MassMREMCChilliMac,                                                    *,                   1000,                500
		MassMREMCBeefStew,                                                     *,                   1000,                500
		MassMREDBBCobbler,                                                     *,                   1000,                500
	<Category>Dragonballs
		MassDB1,                                                               *,                   1000,                500
		MassDB2,                                                               *,                   1000,                500
		MassDB3,                                                               *,                   1000,                500
		MassDB4,                                                               *,                   1000,                500
		MassDB5,                                                               *,                   1000,                500
		MassDB6,                                                               *,                   1000,                500
		MassDB7,                                                               *,                   1000,                500
	<Category>Rewards
		WildboarPelt,                                                          *,                   -1,                  2500
		RabbitPelt,                                                            *,                   -1,                  2500
		CowPelt,                                                               *,                   -1,                  1500
		PigPelt,                                                               *,                   -1,                  2500
		DeerPelt,                                                              *,                   -1,                  5000
		GoatPelt,                                                              *,                   -1,                  2500
		BearPelt,                                                              *,                   -1,                  7500
		WolfPelt,                                                              *,                   -1,                  2500
		SheepPelt,                                                             *,                   -1,                  2000
		MouflonPelt,                                                           *,                   -1,                  2500
		FoxPelt,                                                               *,                   -1,                  5000
	<Category>Money Exchange
		MoneyRuble1,                                                           1,                   1,                   -1
		MoneyRuble5,                                                           1,                   5,                   -1
		MoneyRuble10,                                                          1,                   10,                  -1
		MoneyRuble25,                                                          1,                   25,                  -1
		MoneyRuble50,                                                          1,                   50,                  -1
		MoneyRuble100,                                                         1,                   100,                 -1
<Trader>Misc Trader // ID=1
	<Category>Tools (small)
		Screwdriver,                                                           *,                   3,                   1
		Wrench,                                                                *,                   3,                   1
		SewingKit,                                                             *,                   4,                   1
		Pliers,                                                                *,                   4,                   1
		LeatherSewingKit,                                                      *,                   5,                   2
		Whetstone,                                                             *,                   5,                   2
		Hammer,                                                                *,                   7,                   3
		Hacksaw,                                                               *,                   7,                   3
		HandSaw,                                                               *,                   7,                   3
		WeaponCleaningKit,                                                     *,                   8,                   3
		KitchenKnife,                                                          *,                   8,                   4
		SteakKnife,                                                            *,                   9,                   4
		HuntingKnife,                                                          *,                   9,                   4
		CanOpener,                                                             *,                   10,                  4
		Compass,                                                               *,                   10,                  4
		OrienteeringCompass,                                                   *,                   10,                  4
		Hatchet,                                                               *,                   10,                  4
		CombatKnife,                                                           *,                   10,                  5
		Machete,                                                               *,                   12,                  6
		ChernarusMap,                                                          *,                   15,                  5
		Lockpick,                                                              *,                   20,                  10
		Binoculars,                                                            *,                   30,                  15
		FishingRod,                                                            *,                   60,                  25
		MassBinocs,                                                            *,                   100,                 50
	<Category>Tools (big)
		LugWrench,                                                             *,                   4,                   1
		Crowbar,                                                               *,                   5,                   3
		Shovel,                                                                *,                   6,                   3
		Pickaxe,                                                               *,                   10,                  4
		SledgeHammer,                                                          *,                   12,                  6
		PipeWrench,                                                            W,                   15,                  7
		WoodAxe,                                                               *,                   20,                  8
		WoodAxe_mung,                                                          *,                   20,                  8
		FirefighterAxe,                                                        *,                   30,                  12
	<Category>Electronics
		Battery9V,                                                             *,                   8,                   3
		PersonalRadio,                                                         *,                   10,                  5
		Megaphone,                                                             *,                   30,                  15
		ElectronicRepairKit,                                                   *,                   35,                  17
		CableReel,                                                             *,                   40,                  20
		BatteryCharger,                                                        *,                   40,                  20
		BaseRadio,                                                             *,                   50,                  30
		Rangefinder,                                                           *,                   60,                  35
		NVGoggles,                                                             *,                   400,                 220
	<Category>Fire & Lights
		Chemlight_Blue,                                                        *,                   2,                   1
		Chemlight_Green,                                                       *,                   2,                   1
		Chemlight_Red,                                                         *,                   2,                   1
		Chemlight_White,                                                       *,                   2,                   1
		Chemlight_Yellow,                                                      *,                   2,                   1
		Roadflare,                                                             *,                   4,                   2
		Matchbox,                                                              *,                   6,                   3
		Flashlight,                                                            *,                   15,                  5
		PortableGasLamp,                                                       *,                   25,                  10
		PortableGasStove,                                                      *,                   30,                  15
		Headtorch_Black,                                                       *,                   40,                  20
		Headtorch_Grey,                                                        *,                   40,                  20
		Spotlight,                                                             *,                   600,                 200
	<Category>Cooking & Hunting Supplies
		PurificationTablets,                                                   *,                   5,                   2
		Pot,                                                                   M,                   25,                  10
		Tripod,                                                                *,                   35,                  15
		BearTrap,                                                              *,                   50,                  30
		FryingPan,                                                             *,                   50,                  25
	<Category>Hardware Supplies
		Paper,                                                                 *,                   1,                   2
		Pen_Blue,                                                              *,                   2,                   1
		Rope,                                                                  *,                   4,                   1
		TannedLeather,                                                         *,                   4,                   1
		AntiPestsSpray,                                                        *,                   8,                   4
		MetalWire,                                                             *,                   15,                  6
		EpoxyPutty,                                                            *,                   15,                  6
		DuctTape,                                                              *,                   20,                  8
		XmasLights,                                                            *,                   25,                  10
		HandcuffKeys,                                                          *,                   35,                  12
		Handcuffs,                                                             *,                   50,                  15
		Netting,                                                               1,                   50,                  10
		BurlapSack,                                                            *,                   50,                  10
		WoodenPlank,                                                           10,                  50,                  15
		MetalPlate,                                                            10,                  60,                  18
		SmallProtectorCase,                                                    *,                   70,                  30
		AmmoBox,                                                               *,                   80,                  35
		SmallGasCanister,                                                      *,                   80,                  35
		MediumGasCanister,                                                     *,                   100,                 40
		LargeGasCanister,                                                      *,                   200,                 70
		CanisterGasoline,                                                      *,                   300,                 80
		NailBox,                                                               *,                   300,                 120
		BarbedWire,                                                            *,                   450,                 200
		Camonet,                                                               *,                   600,                 250
		HescoBox,                                                              *,                   650,                 250
		CombinationLock,                                                       *,                   700,                 300
		CombinationLock4,                                                      *,                   900,                 400
		BarrelHoles_Blue,                                                      *,                   800,                 300
		BarrelHoles_Green,                                                     *,                   800,                 300
		BarrelHoles_Red,                                                       *,                   800,                 300
		BarrelHoles_Yellow,                                                    *,                   800,                 300
		Barrel_Blue,                                                           M,                   1500,                350
		Barrel_Green,                                                          M,                   1500,                350
		Barrel_Red,                                                            M,                   1500,                350
		Barrel_Yellow,                                                         M,                   1500,                350
		SeaChest,                                                              *,                   2000,                400
		PowerGenerator,                                                        *,                   3000,                1000
		MediumTent,                                                            *,                   3000,                500
		CarTent,                                                               *,                   5000,                700
		LargeTent,                                                             *,                   7000,                1200
		CodeLock,                                                              *,                   5000,                1500
		rf_helipad_kit,                                                        *,                   12500,               10000
		Msp_MilitaryCrate_Brown,                                               *,                   3000,                1500
		Msp_MilitaryCrate_Green,                                               *,                   3000,                1500
		Msp_MilitaryCrate_Grey,                                                *,                   3000,                1500
		Msp_MilitaryCrate_Olive,                                               *,                   3000,                1500
		Msp_MilitaryCrate_Tan,                                                 *,                   3000,                1500
	<Category>Seeds & Lime
		TomatoSeedsPack,                                                       *,                   4,                   1
		PepperSeedsPack,                                                       *,                   4,                   1
		ZucchiniSeedsPack,                                                     *,                   6,                   2
		PumpkinSeedsPack,                                                      *,                   10,                  3
		GardenLime,                                                            *,                   20,                  7
	<Category>Fluffy Pets <3
		Bear_Beige,                                                            *,                   5,                   1
		Bear_Dark,                                                             *,                   5,                   1
		Bear_Pink,                                                             *,                   5,                   1
		Bear_White,                                                            *,                   5,                   1
	<Category>BaseBuildingPlus
		BBP_Land_Claim_FlagKit,                                                *,                   5000,                2500
		BBP_Blueprint,                                                         *,                   100,                 50
		BBP_Workbench,                                                         *,                   150,                 75
		BBP_T1_WallKit,                                                        *,                   200,                 100
		BBP_T1_Wall_HalfKit,                                                   *,                   200,                 100
		BBP_T1_DoorKit,                                                        *,                   300,                 150
		BBP_T1_GateKit,                                                        *,                   400,                 200
		BBP_T1_WindowKit,                                                      *,                   300,                 150
		BBP_T1_RoofKit,                                                        *,                   200,                 100
		BBP_T1_FloorKit,                                                       *,                   200,                 100
		BBP_T1_Floor_HatchKit,                                                 *,                   300,                 150
		BBP_T1_StairKit,                                                       *,                   300,                 150
		BBP_T1_RampKit,                                                        *,                   300,                 150
		BBP_T1_Ramp_WideKit,                                                   *,                   320,                 160
		BBP_T2_WallKit,                                                        *,                   400,                 200
		BBP_T2_Wall_HalfKit,                                                   *,                   400,                 200
		BBP_T2_DoorKit,                                                        *,                   600,                 300
		BBP_T2_GateKit,                                                        *,                   800,                 400
		BBP_T2_RoofKit,                                                        *,                   400,                 200
		BBP_T2_FloorKit,                                                       *,                   400,                 200
		BBP_T3_WallKit,                                                        *,                   800,                 400
		BBP_T3_Wall_HalfKit,                                                   *,                   800,                 400
		BBP_T3_DoorKit,                                                        *,                   1200,                600
		BBP_T3_GateKit,                                                        *,                   1400,                700
		BBP_T3_WindowKit,                                                      *,                   1200,                600
		BBP_T3_RoofKit,                                                        *,                   800,                 400
		BBP_T3_FloorKit,                                                       *,                   800,                 400
		BBP_T3_Floor_HatchKit,                                                 *,                   1000,                500
//		BBP_Underground_BunkerKit,                                             *,                   4000,                2000				// Not ready for use
//		BBP_Ladder_Kit,                                                        *,                   500,                 250				// Not ready for use
		BBP_Cement,                                                            1,                   60,                  30
		BBP_Mortar_Mix,                                                        *,                   60,                  30
		BBP_Wood_Storage,                                                      *,                   1000,                500
		BBP_Old_Lamp,                                                          *,                   600,                 300
		BBP_Floor_Lamp,                                                        *,                   800,                 400
		BBP_Sun_Shade,                                                         *,                   600,                 300
		BBP_Tape_Measure,                                                      *,                   20,                  10
		BBP_Painting,                                                          *,                   200,                 100
		BBP_Painting_1,                                                        *,                   200,                 100
		BBP_Painting_2,                                                        *,                   200,                 100
		BBP_Xmas_Tree,                                                         *,                   400,                 200
		BBP_MagnetBox,                                                         *,                   100,                 50
		BBP_Letter_Large_A,                                                    *,                   100,                 50
		BBP_Letter_Large_B,                                                    *,                   100,                 50
		BBP_Letter_Large_C,                                                    *,                   100,                 50
		BBP_Letter_Large_D,                                                    *,                   100,                 50
		BBP_Letter_Large_E,                                                    *,                   100,                 50
		BBP_Letter_Large_F,                                                    *,                   100,                 50
		BBP_Letter_Large_G,                                                    *,                   100,                 50
		BBP_Letter_Large_H,                                                    *,                   100,                 50
		BBP_Letter_Large_I,                                                    *,                   100,                 50
		BBP_Letter_Large_J,                                                    *,                   100,                 50
		BBP_Letter_Large_K,                                                    *,                   100,                 50
		BBP_Letter_Large_L,                                                    *,                   100,                 50
		BBP_Letter_Large_M,                                                    *,                   100,                 50
		BBP_Letter_Large_N,                                                    *,                   100,                 50
		BBP_Letter_Large_O,                                                    *,                   100,                 50
		BBP_Letter_Large_P,                                                    *,                   100,                 50
		BBP_Letter_Large_Q,                                                    *,                   100,                 50
		BBP_Letter_Large_R,                                                    *,                   100,                 50
		BBP_Letter_Large_S,                                                    *,                   100,                 50
		BBP_Letter_Large_T,                                                    *,                   100,                 50
		BBP_Letter_Large_U,                                                    *,                   100,                 50
		BBP_Letter_Large_V,                                                    *,                   100,                 50
		BBP_Letter_Large_W,                                                    *,                   100,                 50
		BBP_Letter_Large_X,                                                    *,                   100,                 50
		BBP_Letter_Large_Y,                                                    *,                   100,                 50
		BBP_Letter_Large_Z,                                                    *,                   100,                 50
		BBP_Golf,                                                              *,                   80,                  40
		BBP_Gang_Plug,                                                         *,                   800,                 400
		BBP_Solar_PanelKit,                                                    *,                   6000,                3000
		BBP_Carpet,                                                            *,                   200,                 100
		BBP_Wallpaper,                                                         *,                   200,                 100
		BBP_T3_Door_HalfKit,                                                   *,                   1000,                500
		BBP_T1_FoundationKit,                                                  *,                   300,                 150
		BBP_T2_FoundationKit,                                                  *,                   600,                 300
		BBP_T3_FoundationKit,                                                  *,                   1000,                500
		BBP_PillarKit,                                                         *,                   200,                 100
		BBP_BedKit,                                                            *,                   800,                 400
		BBP_Bedding,                                                           *,                   120,                 60
		BBP_Step_LadderKit,                                                    *,                   800,                 400
		BBP_T2_WindowKit,                                                      *,                   600,                 300
		BBP_T3_StairKit,                                                       *,                   1000,                500
		BBP_Plaster,                                                           *,                   200,                 100
		BBP_Bucket,                                                            *,                   10000,               5000
		BBP_WellKit,                                                           *,                   10100,               5050
